timestamp,type,match,league,market,edge_pct,confidence,suggested_stake,details
2026-04-15 23:42 UTC,VALUE_BET,Fiorentina vs Sassuolo,Serie A - Italy,h2h,11.67,ALTA,8.29,Sassuolo@4.52 (Pinnacle)
2026-04-15 23:42 UTC,VALUE_BET,Fiorentina vs Sassuolo,Serie A - Italy,h2h,9.94,ALTA,7.2,Sassuolo@4.45 (Marathon Bet)
2026-04-15 23:42 UTC,VALUE_BET,Cagliari vs Atalanta BC,Serie A - Italy,h2h,9.51,ALTA,5.94,Cagliari@5.0 (Betfred (UK))
2026-04-15 23:42 UTC,VALUE_BET,Cagliari vs Atalanta BC,Serie A - Italy,h2h,9.17,ALTA,7.28,Draw@4.15 (BetOnline.ag)
2026-04-15 23:42 UTC,VALUE_BET,Cagliari vs Atalanta BC,Serie A - Italy,h2h,8.91,ALTA,7.09,Draw@4.14 (1xBet)
2026-04-15 23:42 UTC,VALUE_BET,Cagliari vs Atalanta BC,Serie A - Italy,h2h,8.65,ALTA,6.91,Draw@4.13 (Pinnacle)
2026-04-15 23:42 UTC,VALUE_BET,Cagliari vs Atalanta BC,Serie A - Italy,h2h,8.63,ALTA,5.45,Cagliari@4.96 (1xBet)
2026-04-15 23:42 UTC,VALUE_BET,Cagliari vs Atalanta BC,Serie A - Italy,h2h,8.41,ALTA,5.32,Cagliari@4.95 (Nordic Bet)
2026-04-15 23:42 UTC,VALUE_BET,Cagliari vs Atalanta BC,Serie A - Italy,h2h,8.41,ALTA,5.32,Cagliari@4.95 (Betsson)
2026-04-15 23:42 UTC,VALUE_BET,Fiorentina vs Sassuolo,Serie A - Italy,h2h,7.47,MEDIA,5.57,Sassuolo@4.35 (Unibet (SE))
2026-04-15 23:42 UTC,VALUE_BET,Fiorentina vs Sassuolo,Serie A - Italy,h2h,7.47,MEDIA,5.57,Sassuolo@4.35 (Unibet (NL))
2026-04-15 23:42 UTC,VALUE_BET,Cagliari vs Atalanta BC,Serie A - Italy,h2h,7.32,MEDIA,4.69,Cagliari@4.9 (Casumo)
2026-04-15 23:42 UTC,VALUE_BET,Cagliari vs Atalanta BC,Serie A - Italy,h2h,7.32,MEDIA,4.69,Cagliari@4.9 (LeoVegas (SE))
2026-04-15 23:42 UTC,VALUE_BET,Cagliari vs Atalanta BC,Serie A - Italy,h2h,7.32,MEDIA,4.69,Cagliari@4.9 (Grosvenor)
2026-04-15 23:42 UTC,VALUE_BET,Alavés vs Mallorca,La Liga - Spain,h2h,7.26,MEDIA,6.05,Mallorca@4.0 (Unibet (NL))
2026-04-15 23:42 UTC,VALUE_BET,Alavés vs Mallorca,La Liga - Spain,h2h,7.26,MEDIA,6.05,Mallorca@4.0 (Unibet (SE))
2026-04-15 23:42 UTC,VALUE_BET,Fulham vs Aston Villa,EPL,h2h,7.03,MEDIA,6.41,Draw@3.74 (1xBet)
2026-04-15 23:42 UTC,VALUE_BET,Hamburger SV vs TSG Hoffenheim,Bundesliga - Germany,h2h,6.65,MEDIA,5.86,Hamburger SV@3.84 (1xBet)
2026-04-15 23:42 UTC,VALUE_BET,Cagliari vs Atalanta BC,Serie A - Italy,h2h,6.54,MEDIA,5.36,Draw@4.05 (Marathon Bet)
2026-04-15 23:42 UTC,VALUE_BET,Hamburger SV vs TSG Hoffenheim,Bundesliga - Germany,h2h,6.27,MEDIA,4.98,Draw@4.15 (Betsson)
2026-04-15 23:42 UTC,VALUE_BET,Hamburger SV vs TSG Hoffenheim,Bundesliga - Germany,h2h,6.27,MEDIA,4.98,Draw@4.15 (Nordic Bet)
2026-04-15 23:42 UTC,VALUE_BET,Fiorentina vs Sassuolo,Serie A - Italy,h2h,6.23,MEDIA,4.72,Sassuolo@4.3 (Tipico)
2026-04-15 23:42 UTC,VALUE_BET,Cagliari vs Atalanta BC,Serie A - Italy,h2h,6.22,MEDIA,4.04,Cagliari@4.85 (Marathon Bet)
2026-04-15 23:42 UTC,VALUE_BET,Alavés vs Mallorca,La Liga - Spain,h2h,5.92,MEDIA,5.01,Mallorca@3.95 (Casumo)
2026-04-15 23:42 UTC,VALUE_BET,Alavés vs Mallorca,La Liga - Spain,h2h,5.92,MEDIA,5.01,Mallorca@3.95 (Grosvenor)
2026-04-15 23:42 UTC,VALUE_BET,Fulham vs Aston Villa,EPL,h2h,5.88,MEDIA,5.45,Draw@3.7 (Unibet (NL))
2026-04-15 23:42 UTC,VALUE_BET,Fulham vs Aston Villa,EPL,h2h,5.88,MEDIA,5.45,Draw@3.7 (Unibet (SE))
2026-04-15 23:42 UTC,VALUE_BET,Fulham vs Aston Villa,EPL,h2h,5.88,MEDIA,5.45,Draw@3.7 (BetOnline.ag)
2026-04-15 23:42 UTC,VALUE_BET,Cagliari vs Atalanta BC,Serie A - Italy,h2h,5.78,MEDIA,3.77,Cagliari@4.83 (BetOnline.ag)
2026-04-15 23:42 UTC,VALUE_BET,Lorient vs Strasbourg,Ligue 1 - France,h2h,5.77,MEDIA,5.32,Draw@3.71 (1xBet)
2026-04-15 23:42 UTC,VALUE_BET,Manchester City vs Arsenal,EPL,h2h,5.65,MEDIA,3.82,Arsenal@4.7 (Betfair)
2026-04-15 23:42 UTC,VALUE_BET,Manchester City vs Arsenal,EPL,h2h,5.65,MEDIA,3.82,Arsenal@4.7 (Betfair)
2026-04-15 23:42 UTC,VALUE_BET,Hellas Verona vs Lecce,Serie A - Italy,h2h,5.51,MEDIA,5.01,Lecce@3.75 (Betfred (UK))
2026-04-15 23:42 UTC,VALUE_BET,Hamburger SV vs TSG Hoffenheim,Bundesliga - Germany,h2h,5.5,MEDIA,4.41,Draw@4.12 (1xBet)
2026-04-15 23:42 UTC,VALUE_BET,Fulham vs Aston Villa,EPL,h2h,5.31,MEDIA,4.95,Draw@3.68 (Marathon Bet)
2026-04-15 23:42 UTC,VALUE_BET,Cagliari vs Atalanta BC,Serie A - Italy,h2h,5.23,MEDIA,4.36,Draw@4.0 (Tipico)
2026-04-15 23:42 UTC,VALUE_BET,Cagliari vs Atalanta BC,Serie A - Italy,h2h,5.13,MEDIA,3.37,Cagliari@4.8 (PMU (FR))
2026-04-15 23:42 UTC,VALUE_BET,Hamburger SV vs TSG Hoffenheim,Bundesliga - Germany,h2h,4.99,BASSA,4.48,Hamburger SV@3.78 (Marathon Bet)
2026-04-15 23:42 UTC,VALUE_BET,Atlético Madrid vs Athletic Bilbao,La Liga - Spain,h2h,4.89,BASSA,5.69,Athletic Bilbao@3.15 (Unibet (NL))
2026-04-15 23:42 UTC,VALUE_BET,Atlético Madrid vs Athletic Bilbao,La Liga - Spain,h2h,4.89,BASSA,5.69,Athletic Bilbao@3.15 (Unibet (SE))
2026-04-15 23:42 UTC,VALUE_BET,Lorient vs Marseille,Ligue 1 - France,h2h,4.84,BASSA,3.18,Lorient@4.8 (Matchbook)
2026-04-15 23:42 UTC,VALUE_BET,Newcastle United vs Bournemouth,EPL,h2h,4.81,BASSA,4.18,Bournemouth@3.88 (1xBet)
2026-04-15 23:42 UTC,VALUE_BET,Getafe vs Barcelona,La Liga - Spain,h2h,4.62,BASSA,3.9,Draw@3.96 (BetOnline.ag)
2026-04-15 23:42 UTC,VALUE_BET,Alavés vs Mallorca,La Liga - Spain,h2h,4.58,BASSA,3.94,Mallorca@3.9 (1xBet)
2026-04-15 23:42 UTC,VALUE_BET,Alavés vs Mallorca,La Liga - Spain,h2h,4.58,BASSA,3.94,Mallorca@3.9 (LeoVegas (SE))
2026-04-15 23:42 UTC,VALUE_BET,Hamburger SV vs TSG Hoffenheim,Bundesliga - Germany,h2h,4.48,BASSA,3.63,Draw@4.08 (Pinnacle)
2026-04-15 23:42 UTC,VALUE_BET,Fulham vs Aston Villa,EPL,h2h,4.45,BASSA,4.2,Draw@3.65 (Nordic Bet)
2026-04-15 23:42 UTC,VALUE_BET,Fulham vs Aston Villa,EPL,h2h,4.45,BASSA,4.2,Draw@3.65 (Betsson)
2026-04-15 23:42 UTC,VALUE_BET,Fulham vs Aston Villa,EPL,h2h,4.45,BASSA,4.2,Draw@3.65 (LeoVegas (SE))
2026-04-15 23:42 UTC,VALUE_BET,Fulham vs Aston Villa,EPL,h2h,4.45,BASSA,4.2,Draw@3.65 (Casumo)
2026-04-15 23:42 UTC,VALUE_BET,Fulham vs Aston Villa,EPL,h2h,4.45,BASSA,4.2,Draw@3.65 (Grosvenor)
2026-04-15 23:42 UTC,VALUE_BET,Getafe vs Barcelona,La Liga - Spain,h2h,4.36,BASSA,3.69,Draw@3.95 (Unibet (NL))
2026-04-15 23:42 UTC,VALUE_BET,Getafe vs Barcelona,La Liga - Spain,h2h,4.36,BASSA,3.69,Draw@3.95 (Unibet (SE))
2026-04-15 23:42 UTC,VALUE_BET,SC Freiburg vs 1. FC Heidenheim,Bundesliga - Germany,totals,4.36,BASSA,7.47,Under 2.5@2.46 (Matchbook)
2026-04-15 23:42 UTC,VALUE_BET,Cagliari vs Atalanta BC,Serie A - Italy,h2h,4.25,BASSA,2.83,Cagliari@4.76 (Pinnacle)
2026-04-15 23:42 UTC,VALUE_BET,Fulham vs Aston Villa,EPL,h2h,4.17,BASSA,3.95,Draw@3.64 (Pinnacle)
2026-04-15 23:42 UTC,VALUE_BET,CA Osasuna vs Sevilla,La Liga - Spain,h2h,4.17,BASSA,3.77,Draw@3.77 (BetOnline.ag)
2026-04-15 23:42 UTC,VALUE_BET,Athletic Bilbao vs CA Osasuna,La Liga - Spain,h2h,4.13,BASSA,2.58,CA Osasuna@5.0 (Betfair)
2026-04-15 23:42 UTC,VALUE_BET,Athletic Bilbao vs CA Osasuna,La Liga - Spain,h2h,4.13,BASSA,2.58,CA Osasuna@5.0 (Betfair)
2026-04-15 23:42 UTC,VALUE_BET,Athletic Bilbao vs CA Osasuna,La Liga - Spain,h2h,4.13,BASSA,2.58,CA Osasuna@5.0 (Coolbet)
2026-04-15 23:42 UTC,VALUE_BET,Athletic Bilbao vs CA Osasuna,La Liga - Spain,h2h,4.13,BASSA,2.58,CA Osasuna@5.0 (Matchbook)
2026-04-15 23:42 UTC,VALUE_BET,Hellas Verona vs Lecce,Serie A - Italy,h2h,4.11,BASSA,3.8,Lecce@3.7 (BetOnline.ag)
2026-04-15 23:42 UTC,VALUE_BET,Lorient vs Strasbourg,Ligue 1 - France,h2h,4.06,BASSA,3.83,Draw@3.65 (Marathon Bet)
2026-04-15 23:42 UTC,VALUE_BET,Cagliari vs Atalanta BC,Serie A - Italy,h2h,4.03,BASSA,2.69,Cagliari@4.75 (Betway)
2026-04-15 23:42 UTC,VALUE_BET,Cagliari vs Atalanta BC,Serie A - Italy,h2h,4.03,BASSA,2.69,Cagliari@4.75 (LeoVegas)
2026-04-15 23:42 UTC,VALUE_BET,Valencia vs Girona,La Liga - Spain,h2h,3.99,BASSA,3.6,Girona@3.77 (1xBet)
2026-04-15 23:42 UTC,VALUE_BET,Cagliari vs Atalanta BC,Serie A - Italy,h2h,3.91,BASSA,3.31,Draw@3.95 (Nordic Bet)
2026-04-15 23:42 UTC,VALUE_BET,Cagliari vs Atalanta BC,Serie A - Italy,h2h,3.91,BASSA,3.31,Draw@3.95 (Betsson)
2026-04-15 23:42 UTC,VALUE_BET,Fiorentina vs Sassuolo,Serie A - Italy,h2h,3.76,BASSA,2.94,Sassuolo@4.2 (Betway)
2026-04-15 23:42 UTC,VALUE_BET,Fiorentina vs Sassuolo,Serie A - Italy,h2h,3.76,BASSA,2.94,Sassuolo@4.2 (LeoVegas (SE))
2026-04-15 23:42 UTC,VALUE_BET,Fiorentina vs Sassuolo,Serie A - Italy,h2h,3.76,BASSA,2.94,Sassuolo@4.2 (Grosvenor)
2026-04-15 23:42 UTC,VALUE_BET,Fiorentina vs Sassuolo,Serie A - Italy,h2h,3.76,BASSA,2.94,Sassuolo@4.2 (PMU (FR))
2026-04-15 23:42 UTC,VALUE_BET,Fiorentina vs Sassuolo,Serie A - Italy,h2h,3.76,BASSA,2.94,Sassuolo@4.2 (Casumo)
2026-04-15 23:42 UTC,VALUE_BET,Hamburger SV vs TSG Hoffenheim,Bundesliga - Germany,h2h,3.71,BASSA,3.04,Draw@4.05 (Marathon Bet)
2026-04-15 23:42 UTC,VALUE_BET,Hamburger SV vs TSG Hoffenheim,Bundesliga - Germany,h2h,3.71,BASSA,3.04,Draw@4.05 (BetOnline.ag)
2026-04-15 23:42 UTC,VALUE_BET,Real Betis vs SC Braga,UEFA Europa League,h2h,3.62,BASSA,2.45,SC Braga@4.7 (Betfair)
2026-04-15 23:42 UTC,VALUE_BET,Real Betis vs SC Braga,UEFA Europa League,h2h,3.62,BASSA,2.45,SC Braga@4.7 (Betfair)
2026-04-15 23:42 UTC,VALUE_BET,Real Betis vs SC Braga,UEFA Europa League,h2h,3.62,BASSA,2.45,SC Braga@4.7 (Matchbook)
2026-04-15 23:42 UTC,VALUE_BET,Bayern Munich vs VfB Stuttgart,Bundesliga - Germany,totals,3.61,BASSA,6.36,Under 3.5@2.42 (1xBet)
2026-04-15 23:42 UTC,VALUE_BET,Alavés vs Mallorca,La Liga - Spain,h2h,3.5,BASSA,3.06,Mallorca@3.86 (BetOnline.ag)
2026-04-15 23:42 UTC,VALUE_BET,Valencia vs Girona,La Liga - Spain,h2h,3.44,BASSA,3.12,Girona@3.75 (Unibet (SE))
2026-04-15 23:42 UTC,VALUE_BET,Valencia vs Girona,La Liga - Spain,h2h,3.44,BASSA,3.12,Girona@3.75 (Unibet (NL))
2026-04-15 23:42 UTC,VALUE_BET,Manchester City vs Arsenal,EPL,h2h,3.4,BASSA,2.36,Arsenal@4.6 (Smarkets)
2026-04-15 23:42 UTC,VALUE_BET,Valencia vs Girona,La Liga - Spain,h2h,3.35,BASSA,3.22,Draw@3.6 (1xBet)
2026-04-15 23:42 UTC,VALUE_BET,Crystal Palace vs West Ham United,EPL,h2h,3.24,BASSA,3.14,West Ham United@3.58 (1xBet)
2026-04-15 23:42 UTC,VALUE_BET,Atlético Madrid vs Athletic Bilbao,La Liga - Spain,h2h,3.23,BASSA,3.84,Athletic Bilbao@3.1 (Casumo)
2026-04-15 23:42 UTC,VALUE_BET,Atlético Madrid vs Athletic Bilbao,La Liga - Spain,h2h,3.23,BASSA,3.84,Athletic Bilbao@3.1 (Grosvenor)
2026-04-15 23:42 UTC,VALUE_BET,Barcelona vs Celta Vigo,La Liga - Spain,totals,3.17,BASSA,8.42,Over 3.5@1.94 (1xBet)
2026-04-15 23:42 UTC,VALUE_BET,Udinese vs Parma,Serie A - Italy,h2h,3.06,BASSA,2.36,Parma@4.25 (Unibet (NL))
2026-04-15 23:42 UTC,VALUE_BET,Udinese vs Parma,Serie A - Italy,h2h,3.06,BASSA,2.36,Parma@4.25 (Unibet (SE))
2026-04-15 23:42 UTC,VALUE_BET,Getafe vs Barcelona,La Liga - Spain,h2h,3.04,BASSA,2.62,Draw@3.9 (Winamax (DE))
2026-04-15 23:42 UTC,VALUE_BET,Getafe vs Barcelona,La Liga - Spain,h2h,3.04,BASSA,2.62,Draw@3.9 (1xBet)
2026-04-15 23:42 UTC,VALUE_BET,Fulham vs Aston Villa,EPL,h2h,3.02,BASSA,2.91,Draw@3.6 (Paddy Power)
2026-04-15 23:42 UTC,VALUE_BET,Fulham vs Aston Villa,EPL,h2h,3.02,BASSA,2.91,Draw@3.6 (Sky Bet)
2026-04-15 23:42 UTC,VALUE_BET,Fulham vs Aston Villa,EPL,h2h,3.02,BASSA,2.91,Draw@3.6 (Tipico)
2026-04-15 23:42 UTC,VALUE_BET,Fulham vs Aston Villa,EPL,h2h,3.02,BASSA,2.91,Draw@3.6 (Betfred (UK))
2026-04-15 23:42 UTC,VALUE_BET,Fulham vs Aston Villa,EPL,h2h,3.02,BASSA,2.91,Draw@3.6 (LeoVegas)
